T_K [INPUT],P_atm [INPUT],Z_feed [INPUT],N_stages [INPUT],F_Stage [INPUT],R_reflux [INPUT],B_molps [INPUT],xD [OUTPUT],xB [OUTPUT],QC_kW [OUTPUT],QR_kW [OUTPUT],status [INFO]
363.6,1.216,0.563,10,5,1.932,57.3,0.98924188,0.75567156,3760.6228,4165.654,done
371.9,2.786,0.5153,20,8,1.616,67.77,0.99609989,0.71208743,2496.5851,3100.076,done
362.3,1.979,0.6256,12,9,3.433,31.83,0.90395562,0.97535649,9188.3,9915.7872,done
361.1,2.775,0.2177,18,11,3.837,35.41,0.33325464,0.99694663,9926.4226,11145.032,done
348.5,2.243,0.7068,16,2,3.644,68.58,0.99028342,0.42388557,4489.3935,4914.6005,done
364.4,2.208,0.4068,11,2,3.354,42.44,0.70468457,0.99663667,7692.0632,8478.8892,done
374.6,2.254,0.671,12,10,2.831,65.89,0.97824427,0.48902043,3866.1748,4611.2978,done
352.5,1.613,0.3961,16,6,1.229,51.76,0.77728077,0.95856908,3351.2096,3580.081,done
358.6,1.057,0.286,14,9,2.614,37.64,0.44982927,0.98796135,7097.2222,7337.7342,done
347.9,2.426,0.6032,18,9,1.025,52.77,0.99204744,0.74338547,2954.6201,3162.6635,done
365.2,1.448,0.7279,14,5,1.447,42.89,0.99500571,0.62882157,4198.6783,4577.9575,done
345.6,2.331,0.7299,11,3,3.036,41.49,0.999,0.64658121,7308.279,7853.8091,done
351.5,1.461,0.3479,12,7,1.978,63.27,0.88857106,0.96673988,3372.4889,3645.9144,done
369.7,2.197,0.6593,17,2,1.975,36.23,0.99378608,0.9256563,5647.5663,6350.6202,done
372.3,1.876,0.6283,14,2,1.486,43.76,0.99296926,0.84139801,4138.0945,4720.0329,done
378.2,2.713,0.3945,10,7,2.27,36.8,0.59876124,0.95511295,6237.12,7242.1522,done
350.2,2.202,0.2856,17,4,1.513,40.47,0.45353127,0.96368871,4781.3241,5117.7824,done
351.7,1.542,0.7209,13,7,2.102,53.95,0.9905525,0.50884412,4370.9412,4665.5152,done
362.2,2.521,0.6443,16,11,3.541,65.66,0.98492773,0.53431925,4709.2352,5395.7285,done
356.0,2.823,0.6775,10,4,1.983,52.66,0.99540947,0.60568164,4299.8653,4815.708,done
365.0,1.462,0.7337,13,7,2.372,62.04,0.99124954,0.42372979,3830.6871,4314.63,done
377.5,2.612,0.3938,16,6,1.684,33.24,0.55970601,0.93879756,5425.072,6304.5594,done
378.0,1.391,0.2582,14,12,1.784,37.09,0.38218158,0.95003216,5368.9034,5973.7341,done
369.4,2.498,0.6527,15,5,3.922,47.09,0.999,0.73532501,7735.1416,8765.5941,done
330.2,2.886,0.6951,17,12,1.749,56.28,0.98187585,0.52792126,3820.672,3902.0705,done
360.3,2.115,0.7646,17,9,2.969,55.26,0.99001635,0.42069524,5370.5901,5941.2705,done
378.6,2.997,0.4764,15,14,2.868,53.06,0.96859649,0.96100876,5329.7705,6367.1003,done
362.1,1.011,0.3196,11,8,4.619,32.02,0.46581567,0.9894012,11953.7234,12231.0314,done
357.4,1.959,0.6783,13,11,3.473,46.76,0.97549486,0.66304969,7252.4854,7829.7371,done
374.0,1.439,0.4301,19,11,3.116,44.87,0.77800659,0.99689887,6829.6724,7431.3969,done
355.4,2.153,0.2469,10,2,3.499,36.26,0.3830769,0.99141627,9131.8155,9937.1155,done
331.5,1.039,0.5305,10,3,4.563,67.86,0.999,0.69112524,5660.0629,5626.6003,done
372.1,1.074,0.3874,16,13,2.201,45.51,0.69988844,0.98352876,5290.9111,5758.0204,done
351.3,1.341,0.5922,19,18,2.965,37.36,0.92540944,0.96552067,7648.7732,7899.07,done
350.2,2.477,0.6239,11,8,3.833,59.07,0.98168144,0.62301673,6089.9599,6686.191,done
339.2,1.922,0.5171,9,6,3.873,52.6,0.98601902,0.9064459,7221.0477,7558.6434,done
340.4,1.105,0.7225,20,5,1.5,36.21,0.99536348,0.75962191,4981.0491,4974.1794,done
372.4,2.749,0.3219,16,15,3.69,42.57,0.54765124,0.98340367,8232.1357,9469.4197,done
368.0,2.486,0.4114,19,4,3.715,66.55,0.99403317,0.88168682,4699.8353,5456.7989,done
